solo_Rating,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_Losses,solo_Kills,solo_Assists,solo_Suicides,solo_HeadshotKills,solo_VehicleDestroys,solo_RoundMostKills,solo_WeaponAcquired,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_DamageDealt
1630.18,0.86,2.15,77566.59,93,2,91,78,7,1,11,0,5,2,834.05,1338,129804.9,9987.86
1272.06,3,0,1925.17,1,0,1,3,0,0,1,0,3,1,1925.17,1063,2146.05,402.59
1296.37,2.6,0,4592.9,5,0,5,13,0,0,1,0,7,1,918.58,1063,9144.96,1450.34
1194.3,1,0,7798.52,10,0,10,10,0,0,3,0,3,0,779.85,988,10150.71,1371.88
1907.21,4.43,12.5,20763.65,16,2,14,62,3,1,14,1,11,1,1297.73,1561,30424.51,7325.55
1494.89,2.5,14.29,8915.11,7,1,6,15,1,0,4,0,5,2,1041.8,2262,16373.05,1586.15
1678.1,2.27,11.76,20809.71,17,2,15,34,6,0,11,0,7,1,1224.1,1406,37261.23,4037.34
1375.41,4.71,0,8099.38,7,0,7,33,1,0,14,0,13,1,1157.05,1126,15142.52,3838.78
2061.16,2.24,2.77,206047.08,289,8,281,630,34,2,150,2,15,1,1021.14,2729,307384.82,74077.46
1378.73,1.14,0,40065.74,43,0,43,49,3,1,8,0,6,2,993.05,3333,50605.46,5799.13
1485.94,1.6,0,13536.8,10,0,10,16,0,0,3,0,5,2,1353.68,1246,19419.38,1953.03
1250.15,0.67,0,2071.84,3,0,3,2,0,0,1,0,2,2,567.36,2035,1387.91,178.46
2098.86,1.39,3.92,51143.04,51,2,49,68,11,0,11,0,7,0,1002.8,1747,75096.66,8786.57
1762.48,2.44,0,28957.14,25,0,25,61,5,0,15,0,8,0,1158.29,1440,38124.29,7159.1
2135.29,2.43,10,183760.4,140,14,126,306,29,0,58,2,11,2,1312.57,1789,229512.1,35750.45
1470.73,1.21,0,26002.33,29,0,29,35,0,0,7,0,6,0,971.03,2225,46053.32,3902.66
2185,0.89,0,114341.66,130,0,130,116,12,2,27,1,6,1,1064.91,3847,153183.55,14273.16
1684.46,1.09,2.94,36422.32,34,1,33,36,3,2,7,0,6,0,1071.24,1413,60934.38,4750.06
1583.87,1.52,0,25879.69,31,0,31,47,5,0,10,0,7,2,834.83,1293,39979.33,5749.26
2181.38,1.15,1.1,187504.56,181,2,179,205,24,2,38,0,9,2,1062.79,7965,302521.97,26625.84
2175.8,1.18,3.3,87327.65,91,3,88,104,10,1,21,1,10,0,959.64,1804,161317.3,14524.69
2142.43,2.25,10,48188.13,40,4,36,81,2,0,18,0,8,1,1204.7,1777,67782.74,9888.52
2222.28,1.37,1.58,154256.3,190,3,187,257,19,0,42,1,9,1,811.88,1830,212973,31283.43
1927.03,1.31,4.6,87332.61,87,4,83,109,8,0,26,0,9,1,969.11,4198,136172.52,12378.8
2463.04,0.72,0.7,486231.5,570,4,566,407,25,4,96,0,6,2,839.69,3449,495769.1,51597.35
1906.49,1.15,3.61,91855.02,83,3,80,92,9,2,21,2,8,0,1175.27,3987,118337.6,12415.77
2303.03,2.21,9.43,51367.95,53,5,48,106,6,0,17,1,11,1,1403.36,2972,70878.77,12119.48
1772.96,1.81,5.88,25744.7,17,1,16,29,3,0,10,0,5,2,1514.39,1497,48341.56,3283.22
2353.14,1.74,2.68,107465.26,112,3,109,190,8,2,39,3,11,2,631.23,4104,118595.4,21071.04
1568.9,3.18,8.33,14397.28,12,1,11,35,1,0,5,0,10,2,1199.77,1297,23910.57,3338.05
2516.44,5.04,18.18,42061.27,33,6,27,136,8,0,30,1,16,2,1274.58,2075,66429.56,13196.8
2508.6,3.07,10.2,60668.37,49,5,44,135,0,0,32,0,9,0,1238.13,2079,80931.11,15028.2
2162.02,1.96,5.13,65659.49,78,4,74,145,7,1,46,2,9,0,843.1,2889,132799.91,16682.98
1236.39,3,0,1489.08,1,0,1,3,0,0,2,0,3,1,1489.08,1027,2119.79,294.95
2082.72,1.02,0.73,112900.3,137,1,136,139,5,2,28,0,6,1,824.09,1709,179783,16075.33
1473.52,3.62,11.11,8754.83,9,1,8,29,0,0,7,0,11,1,972.76,1219,12657.29,3009.84
1508.53,0.26,0,81717.81,86,0,86,22,3,0,7,0,3,1,950.21,1284,152030,3906.23
1608.29,6,37.5,9128.07,8,3,5,30,1,0,12,0,12,2,1141.01,1340,11616.5,3032.24
2219.49,1.46,2.74,71812.63,73,2,71,104,6,0,13,0,6,1,1407.29,2940,81263.42,12512.12
1273.44,5,0,2395.7,2,0,2,10,0,0,4,0,7,2,1197.85,1051,3605.44,1001.2
2108.47,2.99,3.85,79927.99,78,3,75,224,10,2,60,1,12,0,1004.82,6422,124273.28,25786.21
1807.56,1.56,7.41,32490.79,27,2,25,39,1,0,9,0,7,2,1203.36,1503,51031.98,5029.69
1338.35,1.54,0,12044.78,13,0,13,20,1,0,4,0,8,1,926.52,1104,14417.82,2259.48
2147.72,1.68,3.33,132694.17,180,6,174,293,14,0,54,1,14,1,752.86,4117,178384.18,34132.99
2213.66,1.42,3.77,130954.93,106,4,102,145,10,0,21,0,11,0,1154.15,4363,198592.04,17600.23
2084.2,2.24,8,41374.2,50,4,46,103,6,1,26,0,10,2,827.48,1714,61629.18,11437.08
2193.01,1.01,1.59,157909.7,189,3,186,188,14,2,31,0,7,1,835.5,1807,207780.7,23531.9
1397.88,2.14,0,8600.64,7,0,7,15,0,0,1,0,4,2,1228.66,1165,13435.78,1647.71
1878.4,4.16,13.64,21293.91,22,3,19,79,7,0,17,0,12,2,967.9,1528,33052.45,8132.49
1644.89,2.14,3.45,28472.77,29,1,28,60,4,0,19,1,9,2,981.82,1340,35890.8,6553.09
1455.89,1.47,2.17,37120.93,46,1,45,66,3,0,11,0,6,1,1114.93,3268,56774.77,7655.83
2102.64,0.95,2.02,108375.78,99,2,97,92,10,0,19,1,6,2,1119.9,2996,166184.19,11756.11
2390.06,1.92,6.57,169831.45,137,9,128,246,11,2,45,0,7,1,1359.17,4631,252796.66,28056.37
1763.14,2.25,5.88,55013.63,51,3,48,108,7,0,24,1,10,2,1161.58,3483,77423.02,13618.18
1992.07,2.1,2.44,40533.01,41,1,40,84,3,1,15,0,11,2,988.61,1623,75915.21,9710.85
1902.98,1.84,7.5,37115.39,40,3,37,68,5,0,11,0,7,2,927.88,1572,65633.86,7451.58
2085.66,1.66,1.41,114116.75,142,2,140,232,13,0,54,0,9,1,971.12,3794,165552.88,27223.92
1273.42,4,0,1966.15,1,0,1,4,0,0,2,0,4,0,1966.15,1061,2411.28,604.01
1345.72,4.5,33.33,5252.15,3,1,2,9,0,0,0,0,7,0,1799.08,2210,9059.84,1202.81
1451.56,3.67,14.29,9556.33,7,1,6,22,2,0,4,0,8,2,1365.19,1215,17773.79,2457.26
1708.34,2.43,12.5,21310.58,16,2,14,34,1,0,4,0,8,2,1331.91,1427,29994.89,3635.21
1656.36,0.76,4.55,40104.64,44,2,42,32,2,1,4,0,5,1,911.47,1389,58441.74,4370.34
2096.8,1.09,0.79,278205.56,379,3,376,408,16,0,73,0,10,2,875.19,6477,427979.96,49851.64
1544.6,0.81,0,39604.78,43,0,43,35,3,0,5,0,7,1,921.04,1291,56610.16,5163.33
2176.03,2.11,3.23,69630.44,93,3,90,190,9,0,37,2,13,1,988.16,2973,109098.47,21477.33
2279.62,1.31,3.3,88375.95,91,3,88,115,9,1,23,1,8,1,971.16,1886,154698,13498.76
1578.96,2.88,20,16058.44,10,2,8,23,1,0,8,1,6,1,1561.31,2460,26252.48,2906.12
2057.88,0.77,1.18,246866.72,254,3,251,193,25,2,29,12,6,2,1015.71,3243,279058.1,30071.52
2140.89,1.78,1.94,75774.63,103,2,101,180,11,1,40,1,7,0,735.68,1741,112880.2,23182.36
1844.46,0.83,1.64,65341.66,61,1,60,50,7,1,4,0,5,0,1225.23,4597,100632.1,5941.38
1842.44,0.91,1.85,57819.07,54,1,53,48,4,0,7,0,6,1,1070.72,1536,73128.5,5863.73
1656.35,1.13,0.93,88073.84,108,1,107,121,6,0,20,0,8,1,1172.63,3522,132705.33,15851.84
2002.83,2.65,7.14,53749.05,70,5,65,172,16,0,36,0,12,1,767.84,1617,92555.57,20119.8
2109.21,1.88,8.89,46087.31,45,4,41,77,7,0,10,1,10,1,1024.16,1745,68014.35,8912.1
2170.34,1.07,2.33,92404.3,86,2,84,90,11,0,20,0,6,2,1074.47,1800,121140.3,11366.86
1966.04,0.54,0.9,108887.4,111,1,110,59,7,0,9,1,5,0,980.97,1652,143685.1,9178.76
2138.65,1.82,3.42,91959.7,117,4,113,206,14,0,47,2,10,0,785.98,1753,152737.8,25370.38
2143.2,1.07,2.22,105757.2,135,3,132,141,12,0,30,0,11,1,783.39,1769,206628.8,18715.41
2205.56,2.1,2.9,157513.58,207,6,201,423,18,0,99,5,16,2,792.54,4994,269106.14,50711.27
1658.94,1.64,0,31200.99,39,0,39,64,0,0,12,0,8,1,800.03,1340,51699.68,6955.96
1162.72,0.75,0,1725.11,4,0,4,3,0,0,1,0,2,1,431.28,962,2473.01,336.91
2103.41,1.23,0.79,100972.68,126,1,125,154,12,5,20,3,6,0,870.23,3790,110148.51,17933.46
1282.61,1.81,0,10359.21,16,0,16,29,0,0,5,0,6,1,647.45,1040,16504.48,2782.42
1784.55,1.86,1.14,162068.42,176,2,174,323,18,2,53,1,14,1,1380.29,2578,185058.62,39668.15
2268.69,9.53,29.17,30263.18,24,7,17,162,1,1,109,0,31,2,1260.97,1884,29928.48,16483.75
1339.42,1.5,0,7565.26,6,0,6,9,0,0,2,0,4,0,1260.88,1118,9759.51,1158.98
1990.58,2.6,4.76,30127.6,21,1,20,52,3,0,11,1,6,2,1434.65,1652,42237.53,5604.72
2126.88,2.69,7.14,41690.31,56,4,52,140,10,0,24,0,12,2,744.47,1743,68900.9,16704.39
2116.82,2.15,12.82,44632.62,39,5,34,73,1,1,17,2,8,0,1292.66,2849,56783,7202.23
2010.22,1.2,1.85,91524.51,108,2,106,127,5,0,33,1,9,2,847.45,1642,134542.3,15679.45
2105.48,2.02,8.7,42449.93,46,4,42,85,1,0,19,0,8,2,922.82,1728,53468.27,10625.18
2046.57,1.65,0.66,121490.78,151,1,150,247,3,1,37,2,11,2,838.54,5337,201386.66,28447.14
2197.14,1.91,1.85,64286.38,54,1,53,101,3,0,29,1,10,2,1190.49,1816,178842.4,12273.06
1543.52,1.59,5.56,38729.63,36,2,34,54,2,0,11,3,5,1,1164.82,3587,53713.08,6949.54
1905.45,1.4,2.75,68631.55,109,3,106,148,6,0,26,0,7,0,629.65,1545,90105.84,17040.16
1675.6,1.2,1.43,59525.57,70,1,69,83,5,0,21,0,7,2,851.86,2603,87223.37,10036.42
2073.67,1.67,2.02,70908.09,99,2,97,162,7,0,31,0,10,1,716.24,1685,105332.7,18215.46
1682.74,1.26,2.86,35916.16,35,1,34,43,3,0,10,0,8,2,1026.18,1403,63087.72,4792.88
2236.39,1.9,4.17,88172.27,96,4,92,175,11,0,49,0,13,0,1122,5329,120360.4,19624.14
2235.46,0.63,0.68,145295,147,1,146,92,6,1,17,0,4,0,988.4,1863,220014.5,11986.06
2071.99,1.33,1.2,67546.55,83,1,82,109,3,0,23,0,7,0,813.81,1700,125635,13549.47
1802.85,1.18,0,58532.16,76,0,76,90,11,1,13,0,6,2,703.18,4527,76232.3,11403.54
1879.88,2.27,2.9,95152.73,138,4,134,304,18,0,76,1,13,0,689.51,1494,177205.7,34973.55
2244.28,1.88,6.82,48759.84,44,3,41,77,2,0,12,0,8,2,1108.18,1871,71529.09,8973.72
1302.15,2.67,0,5998.25,6,0,6,16,2,0,5,0,8,1,999.71,1066,8098.18,2033.55
2282.48,1.73,4.59,98694.12,109,5,104,180,13,0,37,1,14,1,905.45,1893,151341,20442.91
2371.96,0.96,1.36,192228.6,221,3,218,209,19,2,55,2,7,0,869.81,1962,325438.7,27281.29
2078.6,0.86,1.7,154538.83,176,3,173,148,11,3,36,4,8,1,852.54,3886,232738.74,20085.12
1417.82,1.6,0,16905.09,15,0,15,24,0,0,3,0,4,0,1190.05,2244,23808.96,2903.07
1680.39,2.03,3.33,37097.56,30,1,29,59,6,1,16,0,7,0,1328.7,2593,43677.45,7272.38
2040.27,2.96,10.71,34512.26,28,3,25,74,2,1,8,1,11,2,1232.58,1688,48833.37,8223.2
1965,1.52,5.48,62265.64,73,4,69,105,9,0,22,0,7,1,810.49,2776,116474.75,12988.64
1852.83,2.82,26.67,22820.48,15,4,11,31,0,0,12,0,5,2,1521.36,1567,32232.95,3299.02
1886.52,1.2,0.83,141281.06,242,2,240,288,22,0,58,3,10,0,620.5,4076,210345.49,37603.53
1371.09,2.5,33.33,3758.81,3,1,2,5,0,0,1,0,3,1,1252.94,1156,3888.54,499.39
1384.05,2.89,0,9391.62,9,0,9,26,0,0,8,0,11,1,930.17,2118,14325.15,3058.9
1345.46,1.25,0,13700.05,12,0,12,15,1,0,2,1,7,1,1141.67,1120,14740.4,1661.27
2179.67,1.93,6.9,49198.67,58,4,54,104,7,1,32,1,11,0,848.25,1793,64740.8,12077.42
1640.78,3.1,16.67,16794.57,12,2,10,31,1,1,5,0,6,2,1308.31,3482,33578.69,3427.58
1974.38,1.69,3.26,98936.79,92,3,89,150,8,1,32,1,9,1,1049.36,6150,144817.56,17444.45
1949.47,0.84,4.26,56560.01,47,2,45,38,1,0,9,0,4,2,1203.4,1647,77569.48,4786.08
1694.9,2.62,5.36,36432.3,56,3,53,139,7,0,38,0,14,2,464.43,3461,57142.33,16302.46
2205.69,0.81,0.58,164858.2,172,1,171,138,10,1,26,1,4,2,958.48,1839,201336.1,17086.49
1248.47,0.57,0,20473.91,30,0,30,17,1,0,4,0,5,0,665.91,2043,33937.69,2070.21
2013.45,0.96,1.41,102994.8,142,2,140,135,7,1,32,0,7,2,725.32,1648,151109.1,16826.24
2172.17,3.5,23.08,41350.64,26,6,20,70,6,0,13,1,7,0,1568.7,3104,56143.18,7961.9
1212.1,0,0,2225.51,4,0,4,0,0,0,0,0,0,2,562.38,2998,3529.31,122.46
2199.12,0.81,2.33,98892.28,86,2,84,68,1,3,9,1,7,2,1211.01,3937,134309.31,8485.13
1467.2,1.97,0,23397,33,0,33,65,5,0,15,0,7,1,709,1187,35007.95,7271.52
1307.16,1.05,0,28442.37,39,0,39,41,2,1,4,0,5,0,729.29,1069,35659.91,4937.66
2198.79,0.99,1.48,121590.9,135,2,133,132,7,1,35,0,10,1,900.67,1823,161608.2,15998.18
1420.58,2.29,5.56,17641.68,18,1,17,39,1,2,10,0,9,1,1008.44,3234,25432.41,4281.86
2104.26,0.77,0.34,204533.3,291,1,290,223,23,2,48,2,6,0,702.86,1741,302988.9,30510.9
2075.41,0.85,0.67,319609.54,450,3,447,382,42,1,99,4,7,2,674.4,5080,554660.91,48668.23
2268.2,2.43,5.56,50119.05,54,3,51,124,12,1,22,1,12,0,928.13,1869,72521.24,14305.93
1756.42,3.64,15.38,33733.06,26,4,22,80,2,1,21,1,11,0,1402.81,3841,50499.24,8235.54
1271.68,1.71,4,15611.05,25,1,24,41,0,0,12,0,10,2,624.44,1031,17284.59,4632.19
2093.55,0.99,1.69,153323.28,177,3,174,173,15,0,30,1,6,2,687.45,4975,176351.34,22223.19
1284.09,1.67,0,3992.81,3,0,3,5,1,0,0,0,4,2,1330.94,1071,6890.56,640.36
1318.14,2,0,7444.32,7,0,7,14,0,0,3,0,5,0,1063.47,1093,14581.37,1419.3
2327.99,3.52,9.09,64087.66,66,6,60,211,8,0,66,1,17,1,926.76,3210,95776.74,24970.76
2126.52,1.8,11.48,137720.29,122,14,108,194,15,0,50,0,11,0,1143.06,8163,200244.94,23065.35
1179.84,0,0,810.47,1,0,1,0,0,0,0,0,0,2,810.47,983,0,0
1208.48,1,0,827.64,1,0,1,1,0,0,0,0,1,0,827.64,1005,1703.07,94.2
2224.27,1.88,6,76897.2,100,6,94,177,10,0,47,2,13,2,762.88,4147,100273.3,22199.73
2292.26,0.76,4.8,138113.04,125,6,119,91,14,0,9,1,7,1,995.35,4053,162178.97,11907.75
1787.26,5.25,27.27,16752.97,11,3,8,42,1,0,12,0,8,1,1689.83,2574,28314.62,4448.45
2033.3,1.34,0,63439.95,70,0,70,94,6,2,10,1,8,2,914.2,2683,71662.68,11236.69
1627.25,3.06,15.79,16843.63,19,3,16,49,2,0,14,0,10,0,1362.24,2441,32354.19,6442.59
2147.68,1.13,3.7,125620.41,135,5,130,147,13,0,33,0,6,0,1028.22,4043,172085.16,18897.46
1859.92,1.74,2.96,136941.43,135,4,131,228,14,0,53,4,8,1,1221.32,2858,224307.3,27550.34
2205.12,0.76,0.46,195304.27,218,1,217,164,14,2,28,6,9,1,909.55,2904,263511.81,21386.38
2270.36,0.94,0,212116.82,271,0,271,256,11,1,70,0,7,2,1262.53,2912,355722.14,30704.28
2252.77,1.18,2.16,135427.6,185,4,181,214,16,0,58,1,8,0,732.04,1856,186605.1,25611.33
2105.87,1.32,3.28,68883.32,61,2,59,78,3,0,14,0,6,2,1382.97,2841,104452.14,9210.53
1909.26,3.17,14.29,34049.12,28,4,24,76,5,0,28,0,13,1,1216.04,1571,56664.08,9781.48
2056.07,1.08,3.25,134399.86,154,5,149,161,4,2,34,1,9,2,1237.79,2729,235453.44,20082.59
1812.23,1.89,0,39187.2,44,0,44,83,4,0,14,0,8,2,890.62,1485,64048.57,9843.51
1383.38,16,50,3765.37,2,1,1,16,2,0,6,0,10,1,1882.68,1149,5462.97,1526.86
1894.24,1.82,6.25,54125.52,48,3,45,82,6,0,17,0,6,2,1198.74,2887,82351.42,10102.69
2230.24,4.25,14.29,28623.72,28,4,24,102,5,0,29,0,13,2,1022.28,1827,47641.7,11259.91
1859.72,0.67,0,250296.76,349,0,349,234,8,1,44,0,6,0,538.57,3517,352920.66,29658.56
2266.24,1.3,1.57,194397.36,191,3,188,244,19,2,43,5,8,2,1267.73,3007,316567.82,30252.61
1804.78,7.62,27.27,13429.21,11,3,8,61,1,0,20,0,11,2,1220.84,1479,23419.91,6137.45
1450.58,3.25,20,8542.55,5,1,4,13,2,0,2,0,5,1,1786.05,2272,14961.4,1573.06
2119.18,1.31,3.57,86292.36,112,4,108,142,11,3,43,1,11,1,770.47,1739,143979.5,18796.07
1638.8,0.74,1.3,70823.95,77,1,76,56,2,0,12,0,3,1,919.79,1367,97959.07,7162.08
1741.48,3.4,23.08,14912.67,13,3,10,34,2,0,5,0,6,2,1147.13,1462,18909.98,3615.69
1639.4,0.58,3.23,65767.66,62,2,60,35,4,1,5,0,5,0,1127.64,2496,101555.65,4344.78
1407.5,3,33.33,6194.74,6,2,4,12,0,0,1,1,8,2,1032.46,1182,6026.96,1029.32
1891.97,1.42,8.82,41078.04,34,3,31,44,3,0,4,0,5,2,1208.18,1584,63057.07,5899.68
2291.44,2.65,4.27,110515.09,117,5,112,297,5,3,73,0,11,0,1006.86,4893,172497.39,33436.97
2138.91,1.41,2.54,119325.72,197,5,192,271,15,0,52,2,9,0,699.86,2902,180265.86,32305.66
1362.01,4,33.33,4450.48,3,1,2,8,0,0,1,0,6,1,1483.5,1136,5646.11,781.63
2122.68,1.42,3.8,74708.02,79,3,76,108,7,0,20,1,8,0,945.67,1740,123771,13069.79
1414.3,2.5,14.29,7853.24,7,1,6,15,0,0,2,0,8,2,1121.89,1175,14042.74,1830.23
2123.92,1.3,0,94522.4,115,0,115,150,4,0,24,0,7,0,821.93,1740,122022.8,18016.03
1664.57,1.86,3.33,28604.21,30,1,29,54,5,0,13,0,7,2,953.47,1365,52784.35,6747.7
1598.66,1.86,1.49,64657.31,67,1,66,123,5,0,37,0,10,0,996.23,4748,112441.92,13701.02
1839.65,1.93,4.35,108438.47,92,4,88,170,5,0,39,0,8,1,1231.03,6652,158355.27,19442.94
2152.77,0.78,0.68,109535.4,148,1,147,115,17,2,17,1,7,1,740.1,1772,161126.6,15564.63
2216.63,1.19,2.92,140278.75,171,5,166,198,15,0,45,4,8,2,1368.65,2890,178558.51,25751.8
1419.32,3,22.22,11200,9,2,7,21,1,0,7,1,7,1,1218.84,3336,17662.56,2649.78
1693.97,6.67,25,11337.36,8,2,6,40,3,0,16,0,9,2,1417.17,1379,24555.31,4219.69
1494.08,1.77,7.14,17512.37,28,2,26,46,1,0,11,1,8,2,625.44,1222,22355.55,5418.89
1422.05,3,0,8256.06,7,0,7,21,1,0,5,0,7,0,787.52,3176,9668.56,2072.07
2062.61,1.67,1.82,56480.41,55,1,54,90,7,1,14,2,9,2,1026.92,1699,86550.53,10624.74
1998.58,1.41,0.82,149224.74,244,2,242,342,29,0,68,4,9,2,480.95,2623,210095.56,44419.86
1799.43,2.31,3.03,32249.18,33,1,32,74,5,0,20,1,14,2,977.25,1468,53999.34,8197.83
2074.14,1.63,2.38,92963.76,126,3,123,201,8,0,46,0,9,2,733.09,2700,141877.01,25054.82
2220.22,1.82,2.22,58027.53,45,1,44,80,5,1,8,0,7,2,1289.5,1847,85448.71,9752.66
2214.96,0.75,4,92501.25,75,3,72,54,2,1,8,0,5,2,1233.35,1867,113152.1,6877.39
1534.33,2,4.17,32683.16,24,1,23,46,1,1,8,0,5,2,1411.75,4647,35550.61,4933.87
1703.31,3.58,14.29,17017.14,14,2,12,43,1,0,11,0,10,0,1215.51,1407,28979.75,4497.34
1570.81,1.3,0,38000.39,40,0,40,52,4,0,10,0,6,0,1099.84,2367,63622.58,5666.44
2059.04,1.05,1.08,156970.4,185,2,183,192,20,1,60,5,10,1,848.49,1693,248682.9,24214.71
1279.9,1.67,0,3225.5,3,0,3,5,1,0,0,0,3,0,1075.17,1069,4349.9,580.82
2318.39,0.97,1.98,210061.1,303,6,297,288,18,4,35,6,7,1,693.27,1905,297211,33983.6
1995.07,1.35,1.76,206849.62,227,4,223,300,25,2,106,1,8,1,829.25,8194,365650.36,36732.19
1422.18,2.11,10,9943.46,10,1,9,19,2,0,6,0,5,2,1048.92,3181,13291.8,2257.93
1209.54,1.75,0,2083.13,4,0,4,7,1,1,3,0,4,2,639.81,2977,4143.65,857.76
2294.28,1.58,4.7,156008,149,7,142,225,9,0,87,1,9,0,1047.03,1904,266812.2,25768.87
1449.08,2,6.67,13441.3,15,1,14,28,3,0,4,0,8,0,896.09,1191,16563.41,3358.25
1797.44,1.69,2.5,35209.69,40,1,39,66,5,0,6,1,8,0,814.4,2489,66024.74,7774.29
2197.55,1.05,2.41,86143.68,83,2,81,85,6,2,23,0,5,0,1037.88,1832,150298.9,10292.98
2212.41,1,2.6,124280.2,154,4,150,150,7,0,29,0,7,0,807.01,1837,151660.7,18964.88
2183.67,1.82,3.56,202719.97,225,8,217,396,28,0,73,4,12,2,904.98,7716,348256.87,46246.7
2190.04,1.31,5.26,64268.56,57,3,54,71,4,1,17,3,5,0,1114.9,2821,91690.63,8942.06
2093.72,0.92,1.6,172977.3,187,3,184,169,13,1,35,1,8,1,925.01,1730,249534.3,22377.11
2073.36,1.47,4.62,69277.3,65,3,62,91,9,0,27,0,8,0,977.28,3987,107761.12,11650.84
2060.1,1.58,3.7,117153.52,162,6,156,247,14,0,50,0,13,0,815.57,3917,183423.95,31411.69
1606.16,2.78,4.17,24807.15,24,1,23,64,2,1,14,0,12,0,1149.4,2411,31103.3,7650.79
1851.39,4.15,13.04,34800.25,23,3,20,83,3,0,20,0,10,2,1511.78,2981,52651.44,9597.72
1300.59,3.67,0,4170.98,3,0,3,11,1,0,2,0,7,0,1390.33,1075,5538.84,1444.87
2233.57,1.79,4.55,101598.77,110,5,105,188,14,0,42,0,13,0,1377.86,2958,167291.68,23276.23
2476.45,1.27,4.05,94932.98,74,3,71,90,3,2,11,0,5,1,1282.88,2071,148377.2,11608.8
1837.63,1.74,6.12,56220.63,49,3,46,80,4,1,18,0,6,2,1077.51,4795,83418.36,9684.14
2238.31,0.95,2.31,141657.7,173,4,169,161,8,1,19,0,10,1,818.83,1852,206287.6,20343.78
2257.83,1.64,1.75,149164.4,171,3,168,275,15,2,43,0,10,0,872.31,1852,239032.4,33341.14
2084.86,1.94,2.8,94380.14,107,3,104,202,18,1,50,0,16,1,1045.81,3186,146210.68,24684.14
1595.43,1.92,7.14,16950,14,1,13,25,0,0,4,0,6,2,1210.71,1342,26984.95,2902.42
1847.49,2.15,10.81,39200.88,37,4,33,71,3,1,9,1,9,1,1034.51,2697,50818.02,7190.04
1880.14,3,5.41,35698.59,37,2,35,105,3,0,28,0,9,2,964.83,1534,54207.36,11920.14
2046.27,2.82,8.33,70382.12,60,5,55,155,10,0,43,0,10,0,936.65,5104,139802.88,16775.2
1987.98,2.24,5.71,76567.16,70,4,66,148,9,1,30,1,8,2,1093.82,1637,113828.8,17355.35
1767.05,0.99,1.74,150087.97,172,3,169,168,10,1,36,1,9,2,718.5,3685,219459.12,18644.84
1410.69,2,14.29,8621.73,7,1,6,12,0,0,1,0,6,0,1231.68,1175,11139.24,1316.28
1966.16,0.88,1,91364.68,100,1,99,87,3,2,16,2,5,1,662.28,3620,148023.02,10769.55
2189.1,1.09,0.92,101120.8,109,1,108,118,8,0,17,0,8,0,927.71,1821,154388.7,14894.58
1544.99,6.5,20,8204.54,5,1,4,26,0,0,7,0,10,2,1640.91,1278,14294.23,2688.35
1649.6,1.12,2.94,34730.97,34,1,33,37,2,0,7,0,5,0,1021.5,1380,53210.62,5122.42
2054.74,1.14,0,64923.34,57,0,57,65,5,2,5,1,5,2,1139.01,1717,83961.15,7455.76
1235.29,1,0,1682.37,1,0,1,1,0,0,1,0,1,2,1682.37,1030,3152.94,176.43
2080.11,1.18,1.59,58428.31,63,1,62,73,6,1,9,3,7,1,677.81,2700,81723.99,9280.78
1926.34,1.08,2,105327.62,100,2,98,106,5,1,26,0,6,0,1115.17,6352,125113.87,12868.67
1214.3,0.25,0,3542.45,4,0,4,1,0,0,0,0,1,2,885.61,1980,1571.29,124.45
2101.95,2.37,6.82,42169.32,44,3,41,97,4,0,22,0,8,1,958.39,1708,65255.26,12101.24
1188.1,0.64,0,7330.03,11,0,11,7,0,0,0,0,2,0,666.38,1962,6521.78,830.25
1737.52,1.35,1.25,62158.82,80,1,79,107,5,0,19,1,8,2,776.99,1399,100366,12257.52
2500.58,1.71,2.54,143091.28,118,3,115,197,18,1,28,4,9,2,1307.98,6609,223407.45,24312.52
1410.18,3.71,0,7812.14,7,0,7,26,0,0,5,0,8,2,1116.02,1153,14996.41,2954.94
1792.91,3.28,4.17,56357.94,48,2,46,151,6,0,27,0,9,2,1253.88,6132,94587.3,16358
1365.5,2.05,8.33,14305.26,24,2,22,45,1,2,11,0,15,1,519.41,2123,22715.58,4462.09
2491.68,1.29,3.17,186071.3,221,7,214,276,27,0,45,4,9,0,841.95,2054,234039.1,37301.48
1764.86,1.35,3.39,114318.1,118,4,114,154,13,5,31,3,6,2,965.3,6139,117011.64,19212.65
1694.25,0.94,1.12,94379.51,89,1,88,83,6,2,14,0,5,2,1188.68,6065,149401.58,10615.34
1859.44,4.09,18.52,23738.78,27,5,22,90,5,0,26,1,14,0,875.01,2756,38901.99,9320.85
2073.44,3.12,7.41,31886.69,27,2,25,78,1,0,19,0,9,1,1180.99,1712,52406.71,8606.61
1933.39,2.01,6.74,90034.24,89,6,83,167,10,0,37,0,8,2,810.29,2591,126049.55,22232.47
2098.43,1,4.29,79232.72,70,3,67,67,2,0,7,0,4,1,1131.9,1772,103918.7,8057.59
1243.54,1.4,0,3705.77,5,0,5,7,1,0,1,0,4,0,741.15,1030,6631.72,899.42
2319.72,1.17,1.52,389451.7,396,6,390,458,30,1,81,4,9,2,983.46,1927,552516.8,55135.01
1892.96,2,2.08,44264.64,48,1,47,94,6,1,17,0,9,1,905.56,2614,71470.98,10134.03
